Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t)
"Innovation, Science and Economic Development Canada",FY 2010-11,fleet,1,Fuels with renewable content,2182.95401,133.0924653
"Innovation, Science and Economic Development Canada",FY 2010-11,fleet,1,Gasoline,16174.7985,1036.573515
"Innovation, Science and Economic Development Canada",FY 2010-11,fleet,1,Natural gas,0.017423,0.000993982
"Innovation, Science and Economic Development Canada",FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3379.2856,241.6280965
"Innovation, Science and Economic Development Canada",FY 2011-12,fleet,1,Fuels with renewable content,3487.59361,212.7823423
"Innovation, Science and Economic Development Canada",FY 2011-12,fleet,1,Gasoline,14559.335,933.045383
"Innovation, Science and Economic Development Canada",FY 2011-12,fleet,1,Liquified petroleum gas,0.53151,0.03234714
"Innovation, Science and Economic Development Canada",FY 2011-12,fleet,1,Natural gas,0.00988,0.000563654
"Innovation, Science and Economic Development Canada",FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2906.7402,207.8398173
"Innovation, Science and Economic Development Canada",FY 2012-13,fleet,1,Fuels with renewable content,3481.78063,213.0428316
"Innovation, Science and Economic Development Canada",FY 2012-13,fleet,1,Gasoline,12906.915,827.148867
"Innovation, Science and Economic Development Canada",FY 2012-13,fleet,1,Natural gas,0.00171,0.0000976
"Innovation, Science and Economic Development Canada",FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3323.25653,237.6218659
"Innovation, Science and Economic Development Canada",FY 2013-14,fleet,1,Fuels with renewable content,3180.556425,186.9828619
"Innovation, Science and Economic Development Canada",FY 2013-14,fleet,1,Gasoline,11513.243,737.8344014
"Innovation, Science and Economic Development Canada",FY 2013-14,fleet,1,Liquified petroleum gas,0.255631,0.015557434
"Innovation, Science and Economic Development Canada",FY 2013-14,fleet,1,Natural gas,0.0025612,0.000146116
"Innovation, Science and Economic Development Canada",FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3583.30204,256.215826
"Innovation, Science and Economic Development Canada",FY 2014-15,fleet,1,Fuels with renewable content,2837.184667,165.1257475
"Innovation, Science and Economic Development Canada",FY 2014-15,fleet,1,Gasoline,10307.283,660.5495934
"Innovation, Science and Economic Development Canada",FY 2014-15,fleet,1,Natural gas,0.0014364,0.0000819
"Innovation, Science and Economic Development Canada",FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3856.0057,275.7148782
"Innovation, Science and Economic Development Canada",FY 2015-16,fleet,1,Fuels with renewable content,2436.5396,146.7088107
"Innovation, Science and Economic Development Canada",FY 2015-16,fleet,1,Gasoline,10542.245,675.607301
"Innovation, Science and Economic Development Canada",FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3741.7951,267.5485101
"Innovation, Science and Economic Development Canada",FY 2016-17,fleet,1,Fuels with renewable content,307.43534,17.6017078
"Innovation, Science and Economic Development Canada",FY 2016-17,fleet,1,Gasoline,12859.735,824.125303
"Innovation, Science and Economic Development Canada",FY 2017-18,fleet,1,fuels with renewable content,66.55204773,3.936486751
"Innovation, Science and Economic Development Canada",FY 2017-18,fleet,1,fuels with renewable content,144.1322279,8.879711151
"Innovation, Science and Economic Development Canada",FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3259.988739,233.0980587
"Innovation, Science and Economic Development Canada",FY 2017-18,fleet,1,gasoline,12583.5788,832.9431648
"Innovation, Science and Economic Development Canada",FY 2018-19,fleet,1,natural gas,0.001377352,7.80E-05
"Innovation, Science and Economic Development Canada",FY 2018-19,facilities,1,liquified petroleum gas,7.390520573,0.450933151
"Innovation, Science and Economic Development Canada",FY 2018-19,fleet,1,fuels with renewable content,31.4559339,1.937940421
"Innovation, Science and Economic Development Canada",FY 2018-19,fleet,1,fuels with renewable content,95.76580715,5.664454609
"Innovation, Science and Economic Development Canada",FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",130.4995632,9.162277175
"Innovation, Science and Economic Development Canada",FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3286.292496,234.9788936
"Innovation, Science and Economic Development Canada",FY 2018-19,facilities,2,electricity,11609.80524,93.52342515
"Innovation, Science and Economic Development Canada",FY 2018-19,facilities,1,natural gas,11945.65089,592.6963906
"Innovation, Science and Economic Development Canada",FY 2018-19,fleet,1,gasoline,12575.32842,832.3972916
"Innovation, Science and Economic Development Canada",FY 2019-20,facilities,1,liquified petroleum gas,1.341429554,0.081847466
"Innovation, Science and Economic Development Canada",FY 2019-20,fleet,1,fuels with renewable content,17.72909373,1.092255659
"Innovation, Science and Economic Development Canada",FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",40.48309684,2.842288122
"Innovation, Science and Economic Development Canada",FY 2019-20,fleet,1,fuels with renewable content,84.87748958,5.020420337
"Innovation, Science and Economic Development Canada",FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2396.694825,171.3702736
"Innovation, Science and Economic Development Canada",FY 2019-20,fleet,1,gasoline,11174.63642,739.6811974
"Innovation, Science and Economic Development Canada",FY 2019-20,facilities,2,electricity,11211.60605,90.31571178
"Innovation, Science and Economic Development Canada",FY 2019-20,facilities,1,natural gas,12011.57921,595.9674785
"Innovation, Science and Economic Development Canada",FY 2020-21,facilities,1,natural gas,10182.5911,505.2203173
"Innovation, Science and Economic Development Canada",FY 2020-21,facilities,2,electricity,9121.215066,75.87894939
"Innovation, Science and Economic Development Canada",FY 2020-21,fleet,1,gasoline,2932.397878,194.1037556
"Innovation, Science and Economic Development Canada",FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",464.4387298,33.20863736
"Innovation, Science and Economic Development Canada",FY 2020-21,facilities,1,liquified petroleum gas,251.1485271,15.32385445
"Innovation, Science and Economic Development Canada",FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60.34547812,4.236810528
"Innovation, Science and Economic Development Canada",FY 2020-21,fleet,1,fuels with renewable content,5.909037113,0.349513538
Library and Archives Canada,FY 2005-06,facilities,1,natural gas,45288.1174,2245.68918
Library and Archives Canada,FY 2005-06,facilities,2,electricity,44443.08849,708.5982054
Library and Archives Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",134.9308707,9.473396026
Library and Archives Canada,FY 2018-19,facilities,2,electricity,45423.51831,97.63002405
Library and Archives Canada,FY 2018-19,facilities,1,natural gas,49099.95317,2434.710569
Library and Archives Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20.87349457,1.465512626
Library and Archives Canada,FY 2019-20,facilities,2,electricity,46077.56741,111.5493654
Library and Archives Canada,FY 2019-20,facilities,1,natural gas,50162.00561,2487.377809
Library and Archives Canada,FY 2020-21,facilities,1,natural gas,51773.54986,2567.297328
Library and Archives Canada,FY 2020-21,facilities,2,electricity,45306.28113,108.0815748
Library and Archives Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23.67944497,1.662516538
National Battlefields Commission,FY 2005-06,facilities,2,electricity,5677.466289,6.150589127
National Battlefields Commission,FY 2005-06,facilities,1,natural gas,2754.451593,136.5930936
National Battlefields Commission,FY 2005-06,facilities,1,liquified petroleum gas,58.4407711,3.565769702
National Battlefields Commission,FY 2019-20,facilities,1,liquified petroleum gas,139.1796265,8.492062926
National Battlefields Commission,FY 2019-20,facilities,1,natural gas,3094.927361,153.477273
National Battlefields Commission,FY 2019-20,facilities,2,electricity,4485.200445,1.61965544
National Battlefields Commission,FY 2020-21,facilities,2,electricity,4062.553076,1.467033205
National Battlefields Commission,FY 2020-21,facilities,1,natural gas,3841.685097,190.5089951
National Battlefields Commission,FY 2020-21,facilities,1,liquified petroleum gas,180.2476835,10.99782962
National Defence,FY 2005-06,facilities,1,natural gas,5844417.845,291655.7276
National Defence,FY 2005-06,facilities,2,electricity,3540071.842,327263.1646
National Defence,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",870579.0069,65028.28694
National Defence,FY 2005-06,facilities,1,aviation fuel,386973.2299,26580.5435
National Defence,FY 2005-06,fleet,1,gasoline,373573.3517,24727.88074
National Defence,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",295710.4736,21049.88425
National Defence,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",242949.5954,17371.55711
National Defence,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",140219.942,9844.737649
National Defence,FY 2005-06,facilities,2,district heating,50865.99414,4243.763214
National Defence,FY 2005-06,facilities,1,liquified petroleum gas,48244.3536,2943.634349
National Defence,FY 2005-06,fleet,1,fuels with renewable content,11079.66945,682.5974224
National Defence,FY 2005-06,fleet,1,fuels with renewable content,5048.642534,345.727054
National Defence,FY 2005-06,facilities,2,district cooling,3699.998962,170.0053492
National Defence,FY 2005-06,fleet,1,liquified petroleum gas,2969.241993,180.7050268
National Defence,FY 2010-11,facilities,1,aviation fuel,296126.8869,20142.96257
National Defence,FY 2010-11,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1286326.153,94489.4614
National Defence,FY 2010-11,facilities,1,Gasoline,0.5299,0.03518536
National Defence,FY 2010-11,facilities,1,Liquified petroleum gas,41090.94673,2506.693866
National Defence,FY 2010-11,facilities,1,natural gas,6117251.179,304903.241
National Defence,FY 2010-11,facilities,2,district energy,47393.22,3915.478509
National Defence,FY 2010-11,facilities,2,electricity,3669229.178,293815.5052
National Defence,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",295206.1647,20885.46075
National Defence,FY 2010-11,fleet,1,Fuels with renewable content,199445.536,12224.55226
National Defence,FY 2010-11,fleet,1,Gasoline,208471.34,13360.20081
National Defence,FY 2010-11,fleet,1,Liquified petroleum gas,18.90657,1.15063398
National Defence,FY 2010-11,fleet,1,Natural gas,0.00323,0.000184272
National Defence,FY 2011-12,facilities,1,aviation fuel,379031.609,25782.25704
National Defence,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1313792.086,96486.26439
National Defence,FY 2011-12,facilities,1,Liquified petroleum gas,48201.97852,2940.492092
National Defence,FY 2011-12,facilities,1,natural gas,5642097.809,281220.0868
National Defence,FY 2011-12,facilities,2,district energy,10934,895.382285
National Defence,FY 2011-12,facilities,2,electricity,3535686.824,255545.9685
National Defence,FY 2011-12,fleet,1,aviation fuel,1047.6862,72.26309115
National Defence,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",288245.8892,20340.34982
National Defence,FY 2011-12,fleet,1,Fuels with renewable content,98551.97359,6032.132163
National Defence,FY 2011-12,fleet,1,Gasoline,206585.015,13239.46654
National Defence,FY 2011-12,fleet,1,Liquified petroleum gas,2613.53591,159.0570487
National Defence,FY 2011-12,fleet,1,Natural gas,0.006726,0.000383718
National Defence,FY 2012-13,facilities,1,aviation fuel,80274.8364,5460.405984
National Defence,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1585920.281,114831.6699
National Defence,FY 2012-13,facilities,1,Liquified petroleum gas,36539.64356,2229.048189
National Defence,FY 2012-13,facilities,1,natural gas,5624426.074,280339.2714
National Defence,FY 2012-13,facilities,2,district energy,1508,111.649645
National Defence,FY 2012-13,facilities,2,electricity,3480170.882,252697.1732
National Defence,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",264188.4862,18679.35758
National Defence,FY 2012-13,fleet,1,Fuels with renewable content,84503.02012,5164.052935
National Defence,FY 2012-13,fleet,1,Gasoline,191689.89,12284.80751
National Defence,FY 2012-13,fleet,1,Liquified petroleum gas,2311.96726,140.7038976
National Defence,FY 2012-13,fleet,1,Natural gas,0.014592,0.000832474
National Defence,FY 2013-14,facilities,1,aviation fuel,374019.3732,25441.31779
National Defence,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1261592.401,91399.8584
National Defence,FY 2013-14,facilities,1,Liquified petroleum gas,46169.67715,2816.514481
National Defence,FY 2013-14,facilities,1,natural gas,6292621.741,313644.2671
National Defence,FY 2013-14,facilities,2,district energy,1311,87.405065
National Defence,FY 2013-14,facilities,2,electricity,3347267.771,244934.327
National Defence,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",255331.1307,18092.37932
National Defence,FY 2013-14,fleet,1,Fuels with renewable content,79566.28222,4860.12068
National Defence,FY 2013-14,fleet,1,Gasoline,153663.23,9847.891366
National Defence,FY 2013-14,fleet,1,Liquified petroleum gas,1748.79445,106.4297923
National Defence,FY 2014-15,facilities,1,aviation fuel,334366.6123,22744.08186
National Defence,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1160705.569,83935.52318
National Defence,FY 2014-15,facilities,1,Gasoline,7,0.4648
National Defence,FY 2014-15,facilities,1,Liquified petroleum gas,34929.73622,2130.838116
National Defence,FY 2014-15,facilities,1,natural gas,6453502.208,321663.0609
National Defence,FY 2014-15,facilities,2,district energy,1456.36,95.6429532
National Defence,FY 2014-15,facilities,2,electricity,3299585.688,218559.4491
National Defence,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",251687.5808,17831.70576
National Defence,FY 2014-15,fleet,1,Fuels with renewable content,84662.48567,5173.01736
National Defence,FY 2014-15,fleet,1,Gasoline,149598.645,9587.258461
National Defence,FY 2014-15,fleet,1,Liquified petroleum gas,1185.59633,72.15414662
National Defence,FY 2015-16,facilities,1,aviation fuel,302489.5671,20575.76093
National Defence,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",762874.1053,54847.51435
National Defence,FY 2015-16,facilities,1,Liquified petroleum gas,52605.99106,3209.152516
National Defence,FY 2015-16,facilities,1,natural gas,5995492.644,298834.4086
National Defence,FY 2015-16,facilities,2,district energy,35307,2930.304465
National Defence,FY 2015-16,facilities,2,electricity,3314284.64,213049.5804
National Defence,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",240853.1135,17044.82329
National Defence,FY 2015-16,fleet,1,Fuels with renewable content,77406.8337,4740.770804
National Defence,FY 2015-16,fleet,1,Gasoline,145150.145,9302.207513
National Defence,FY 2015-16,fleet,1,Liquified petroleum gas,1243.63216,75.68614624
National Defence,FY 2016-17,facilities,1,aviation fuel,295304.3786,20087.01442
National Defence,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",779304.9888,56027.33738
National Defence,FY 2016-17,facilities,1,Liquified petroleum gas,57717.61757,3520.97991
National Defence,FY 2016-17,facilities,1,natural gas,6160052.779,307036.6087
National Defence,FY 2016-17,facilities,2,district energy,40048,3323.78376
National Defence,FY 2016-17,facilities,2,electricity,3356466.294,214539.4523
National Defence,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",239558.6237,16927.78829
National Defence,FY 2016-17,fleet,1,Fuels with renewable content,70769.15408,4338.279356
National Defence,FY 2016-17,fleet,1,Gasoline,144622.205,9268.381765
National Defence,FY 2016-17,fleet,1,Liquified petroleum gas,804.83269,48.98127166
National Defence,FY 2017-18,fleet,1,natural gas,1.338480454,0.075841392
National Defence,FY 2017-18,fleet,1,fuels with renewable content,366.4380898,5.151271284
National Defence,FY 2017-18,facilities,2,district cooling,458.9999809,1.817639574
National Defence,FY 2017-18,fleet,1,liquified petroleum gas,900.6309581,54.8114545
National Defence,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2260.799866,154.1365252
National Defence,FY 2017-18,fleet,1,fuels with renewable content,18805.81333,1287.807662
National Defence,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",27402.20203,1923.886963
National Defence,FY 2017-18,facilities,2,district heating,40947.00854,3460.957062
National Defence,FY 2017-18,fleet,1,fuels with renewable content,54283.33932,3344.292791
National Defence,FY 2017-18,facilities,1,liquified petroleum gas,70016.85798,4272.084865
National Defence,FY 2017-18,fleet,1,gasoline,145874.4648,9655.846841
National Defence,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",216501.6301,15480.4573
National Defence,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",262314.5941,18672.62858
National Defence,FY 2017-18,facilities,1,aviation fuel,300677.7813,20653.05253
National Defence,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",397542.6855,29694.61829
National Defence,FY 2017-18,facilities,2,electricity,3331423.544,122797.0973
National Defence,FY 2017-18,facilities,1,natural gas,6020356.057,300398.3486
National Defence,FY 2018-19,fleet,1,aviation fuel,348.6802042,24.04986481
National Defence,FY 2018-19,fleet,1,fuels with renewable content,633.6608748,8.90780782
National Defence,FY 2018-19,facilities,2,district cooling,689.0001907,2.728440329
National Defence,FY 2018-19,fleet,1,liquified petroleum gas,860.3120416,52.35769973
National Defence,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9294.339798,633.6682663
National Defence,FY 2018-19,fleet,1,fuels with renewable content,17942.68406,1228.700725
National Defence,FY 2018-19,facilities,2,district heating,48658.99097,4112.798584
National Defence,FY 2018-19,fleet,1,fuels with renewable content,52774.72752,3251.35021
National Defence,FY 2018-19,facilities,1,liquified petroleum gas,77229.89586,4712.189916
National Defence,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",140964.9277,10529.43823
National Defence,FY 2018-19,fleet,1,gasoline,156090.0632,10332.04581
National Defence,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",221818.8195,15860.64465
National Defence,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",292881.4228,20848.50153
National Defence,FY 2018-19,facilities,1,aviation fuel,302210.5974,20758.32968
National Defence,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",323665.7913,22724.32719
National Defence,FY 2018-19,facilities,2,electricity,3403219.56,134379.5127
National Defence,FY 2018-19,facilities,1,natural gas,5900064.529,291156.6445
National Defence,FY 2019-20,fleet,1,natural gas,0.004093798,0.000231964
National Defence,FY 2019-20,fleet,1,aviation fuel,92.1161707,6.353622515
National Defence,FY 2019-20,fleet,1,fuels with renewable content,232.3458382,3.26624345
National Defence,FY 2019-20,facilities,2,district cooling,619.0001411,2.451239258
National Defence,FY 2019-20,fleet,1,liquified petroleum gas,879.4210358,53.52063274
National Defence,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4741.575547,323.2705865
National Defence,FY 2019-20,fleet,1,fuels with renewable content,10107.28707,692.1393316
National Defence,FY 2019-20,fleet,1,fuels with renewable content,34855.06514,2147.354312
National Defence,FY 2019-20,facilities,2,district heating,50671.00195,4282.855957
National Defence,FY 2019-20,facilities,1,liquified petroleum gas,74278.35989,4532.101146
National Defence,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",113046.7262,8444.073332
National Defence,FY 2019-20,fleet,1,gasoline,139815.2646,9254.769886
National Defence,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",213154.4641,15241.12121
National Defence,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",246879.3561,17573.88181
National Defence,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",291607.3645,20473.52381
National Defence,FY 2019-20,facilities,1,aviation fuel,303488.8206,20846.1378
National Defence,FY 2019-20,facilities,2,electricity,3315635.072,136529.8355
National Defence,FY 2019-20,facilities,1,natural gas,6158199.646,"302,179.83"
National Defence,FY 2020-21,facilities,1,natural gas,5742527.06,282278.6888
National Defence,FY 2020-21,facilities,2,electricity,3135333.809,125124.997
National Defence,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",303551.2754,21608.02338
National Defence,FY 2020-21,facilities,1,aviation fuel,288110.3071,19789.8085
National Defence,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",266177.5794,18688.12461
National Defence,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",140966.6778,10079.50298
National Defence,FY 2020-21,fleet,1,gasoline,89667.74186,5935.363952
National Defence,FY 2020-21,facilities,1,liquified petroleum gas,63216.0993,3857.136148
National Defence,FY 2020-21,facilities,2,district heating,62097.99414,5248.70105
National Defence,FY 2020-21,fleet,1,fuels with renewable content,14920.21072,919.2054378
National Defence,FY 2020-21,fleet,1,fuels with renewable content,6736.189811,461.2888705
National Defence,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4000.095795,298.7889137
National Defence,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3405.405434,232.1733341
National Defence,FY 2020-21,facilities,2,district cooling,1078.999954,4.272839963
National Defence,FY 2020-21,fleet,1,liquified petroleum gas,650.5680566,39.59288344
National Defence,FY 2020-21,fleet,1,fuels with renewable content,193.1658575,2.715466156
National Defence,FY 2020-21,fleet,1,aviation fuel,113.3369986,7.645803519
National Research Council Canada,FY 2005-06,facilities,1,natural gas,801863.8292,39788.0904
National Research Council Canada,FY 2005-06,facilities,2,electricity,392800.722,24033.50559
National Research Council Canada,FY 2005-06,facilities,2,district heating,65903.49463,5676.470947
National Research Council Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21433.94903,1525.755801
National Research Council Canada,FY 2005-06,facilities,2,district cooling,17458.99597,834.7086868
National Research Council Canada,FY 2005-06,fleet,1,aviation fuel,13198.22986,910.3347626
National Research Council Canada,FY 2005-06,facilities,1,liquified petroleum gas,5957.821991,363.5170484
National Research Council Canada,FY 2005-06,facilities,1,aviation fuel,3805.525024,261.3950596
National Research Council Canada,FY 2005-06,fleet,1,fuels with renewable content,3399.841522,209.4578209
National Research Council Canada,FY 2005-06,fleet,1,gasoline,1809.639816,119.7852325
National Research Council Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",837.6125183,58.80814409
National Research Council Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",385.2863846,27.5490315
National Research Council Canada,FY 2005-06,fleet,1,aviation fuel,280.9310513,20.84814906
National Research Council Canada,FY 2005-06,fleet,1,liquified petroleum gas,10.54668099,0.641859639
National Research Council Canada,FY 2017-18,fleet,1,liquified petroleum gas,1.100985035,0.067004805
National Research Council Canada,FY 2017-18,fleet,1,aviation fuel,115.0070829,8.534782469
National Research Council Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",340.4438725,24.34265566
National Research Council Canada,FY 2017-18,fleet,1,gasoline,1562.59214,103.4324589
National Research Council Canada,FY 2017-18,fleet,1,fuels with renewable content,1966.134369,121.1298056
National Research Council Canada,FY 2017-18,facilities,1,aviation fuel,3341.316559,229.5093307
National Research Council Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3738.195038,262.4558353
National Research Council Canada,FY 2017-18,facilities,1,liquified petroleum gas,5379.379379,328.2233411
National Research Council Canada,FY 2017-18,facilities,2,district cooling,8581.891113,21.71218252
National Research Council Canada,FY 2017-18,fleet,1,aviation fuel,16764.95593,1156.346664
National Research Council Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",18922.21835,1346.961279
National Research Council Canada,FY 2017-18,facilities,2,district heating,42869.98712,3608.332493
National Research Council Canada,FY 2017-18,facilities,2,electricity,373964.635,9035.084293
National Research Council Canada,FY 2017-18,facilities,1,natural gas,712828.7135,35370.92337
National Research Council Canada,FY 2018-19,fleet,1,liquified petroleum gas,1.554033853,0.094576898
National Research Council Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",291.0187531,20.80862784
National Research Council Canada,FY 2018-19,fleet,1,aviation fuel,449.2351341,33.33815789
National Research Council Canada,FY 2018-19,fleet,1,gasoline,1529.190117,101.2214298
National Research Council Canada,FY 2018-19,fleet,1,fuels with renewable content,1989.633728,122.5775394
National Research Council Canada,FY 2018-19,facilities,1,aviation fuel,4009.280273,275.3907185
National Research Council Canada,FY 2018-19,facilities,1,liquified petroleum gas,4769.871325,291.0342051
National Research Council Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5186.510834,364.1408882
National Research Council Canada,FY 2018-19,facilities,2,district cooling,10871.21539,27.50418782
National Research Council Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",15419.56308,1097.627571
National Research Council Canada,FY 2018-19,fleet,1,aviation fuel,16452.74646,1134.811218
National Research Council Canada,FY 2018-19,facilities,2,district heating,47856.91956,4032.916119
National Research Council Canada,FY 2018-19,facilities,2,electricity,453021.0181,10048.59034
National Research Council Canada,FY 2018-19,facilities,1,natural gas,556979.5435,27638.29197
National Research Council Canada,FY 2019-20,fleet,1,aviation fuel,45.45310307,3.373118341
